CommunityName,SaleYear,MedianSalePrice
West Nashville,1998.0,150500.0
West Nashville,1999.0,140000.0
West Nashville,2000.0,176500.0
West Nashville,2001.0,179750.0
West Nashville,2002.0,170000.0
West Nashville,2003.0,173500.0
West Nashville,2004.0,167250.0
West Nashville,2005.0,196650.0
West Nashville,2006.0,190000.0
West Nashville,2007.0,265000.0
West Nashville,2008.0,249500.0
West Nashville,2009.0,217450.0
West Nashville,2010.0,222000.0
West Nashville,2011.0,275000.0
West Nashville,2012.0,247500.0
West Nashville,2013.0,280000.0
West Nashville,2014.0,311250.0
West Nashville,2015.0,343900.0
West Nashville,2016.0,369900.0
West Nashville,2017.0,401000.0
West Nashville,2018.0,419900.0
West Nashville,2019.0,449900.0
West Nashville,2020.0,455000.0
West Nashville,2021.0,575000.0
West Nashville,2022.0,690900.0
West Nashville,2023.0,705000.0
West Nashville,2024.0,750500.0
West Nashville,2025.0,700000.0
West Nashville,2026.0,724500.0
